20,0.1,16.552,0.354,0.332,0.015,1
20,0.2,16.74,0.618,0.571,0.030,1
20,0.3,16.95,0.924,0.851,0.045,1
20,0.4,17.116,1.162,1.070,0.060,1
20,0.5,17.33,1.488,1.359,0.075,1
20,0.6,17.534,1.766,1.627,0.089,1
20,0.7,17.748,2.046,1.899,0.104,1
20,0.8,17.982,2.382,2.210,0.119,1
20,0.9,18.162,2.668,2.461,0.134,1
20,1.0,18.348,2.958,2.717,0.149,1
20,0.1,15.5,0.24,0.224,0.015,0
20,0.2,15.64,0.47,0.425,0.030,0
20,0.3,15.81,0.7,0.638,0.045,0
20,0.4,15.99,0.97,0.886,0.060,0
20,0.5,16.18,1.23,1.122,0.074,0
20,0.6,16.37,1.59,1.417,0.089,0
20,0.7,16.56,1.88,1.665,0.104,0
20,0.8,16.76,2.12,1.901,0.119,0
20,0.9,16.99,2.43,2.209,0.134,0
20,1.0,17.16,2.83,2.480,0.149,0
