rd,Dev.,Wrong,Conf.,Adv.,Conf.,Either,Conf.,Train 
331,0.05,5.146,0.027,4.896,0.026,9.66,0.059,1
331,0.1,15.154,0.090,14.684,0.087,19.262,0.122,1
331,0.15,29.694,0.190,28.972,0.185,33.692,0.223,1
331,0.2,46.104,0.307,45.244,0.302,49.878,0.339,1
331,0.25,62.724,0.429,61.764,0.423,66.318,0.460,1
331,0.3,76.07,0.533,74.912,0.525,79.562,0.564,1
331,0.35,84.956,0.609,83.772,0.601,88.41,0.640,1
331,0.4,90.3,0.661,88.964,0.651,93.694,0.691,1
331,0.45,92.958,0.696,91.554,0.685,96.382,0.727,1
331,0.5,94.874,0.721,93.462,0.711,98.124,0.751,1
331,0.05,4.96,0.026,4.7,0.025,9.47,0.059,0
331,0.1,15.33,0.091,14.89,0.088,20.12,0.129,0
331,0.15,29.82,0.193,29.02,0.189,33.77,0.227,0
331,0.2,44.62,0.303,43.7,0.297,48.88,0.340,0
331,0.25,61.16,0.424,60.21,0.417,65.09,0.459,0
331,0.3,75.46,0.535,74.33,0.527,78.94,0.566,0
331,0.35,84.68,0.611,83.25,0.601,88.38,0.645,0
331,0.4,90.15,0.665,88.95,0.656,93.59,0.696,0
331,0.45,93.09,0.698,91.82,0.688,96.32,0.727,0
331,0.5,94.93,0.727,93.47,0.716,98.22,0.758,0
