rd,Dev.,Wrong,Conf.,Adv.,Conf.,Either,Conf.,Train 
100,0.05,5.45,0.047,5.45,0.047,5.488,0.048,1
100,0.1,24.488,0.223,24.486,0.223,24.532,0.224,1
100,0.15,43.466,0.407,43.462,0.407,43.51,0.407,1
100,0.2,55.462,0.525,55.458,0.525,55.504,0.526,1
100,0.25,62.944,0.599,62.94,0.599,62.998,0.600,1
100,0.3,67.662,0.647,67.662,0.647,67.69,0.647,1
100,0.35,71.262,0.681,71.262,0.681,71.314,0.682,1
100,0.4,74.022,0.709,74.02,0.709,74.058,0.709,1
100,0.45,75.884,0.728,75.882,0.728,75.934,0.728,1
100,0.5,77.728,0.746,77.728,0.746,77.782,0.747,1
100,0.05,8.03,0.071,7.98,0.071,10.88,0.099,0
100,0.1,24.67,0.230,24.55,0.229,27.17,0.255,0
100,0.15,40.06,0.377,39.91,0.376,43.07,0.407,0
100,0.2,51.14,0.485,51.07,0.485,53.92,0.513,0
100,0.25,58.68,0.558,58.41,0.556,61.52,0.586,0
100,0.3,62.81,0.600,62.61,0.598,65.64,0.628,0
100,0.35,67.69,0.648,67.45,0.646,70.54,0.676,0
100,0.4,69.85,0.669,69.62,0.667,72.68,0.697,0
100,0.45,72.91,0.702,72.6,0.699,75.46,0.727,0
100,0.5,74.49,0.716,74.23,0.714,77.03,0.741,0
