30,0.05,8.484,0.074,8.484,0.074,8.49,0.074,1
30,0.1,23.136,0.212,23.136,0.212,23.142,0.212,1
30,0.15,39.5,0.369,39.5,0.369,39.506,0.369,1
30,0.2,54.018,0.511,54.018,0.511,54.024,0.511,1
30,0.25,64.62,0.617,64.618,0.617,64.624,0.617,1
30,0.3,72.09,0.692,72.088,0.692,72.094,0.692,1
30,0.35,77.184,0.743,77.18,0.743,77.186,0.743,1
30,0.4,80.674,0.778,80.67,0.778,80.676,0.778,1
30,0.45,83.22,0.803,83.216,0.803,83.222,0.803,1
30,0.5,85.078,0.821,85.074,0.821,85.08,0.821,1
30,0.05,7.59,0.067,7.56,0.066,8.58,0.076,1
30,0.1,21.2,0.194,21.16,0.194,22.18,0.204,1
30,0.15,37.97,0.356,37.93,0.355,38.95,0.366,1
30,0.2,52.45,0.499,52.4,0.499,53.42,0.509,1
30,0.25,62.68,0.601,62.6,0.601,63.62,0.611,1
30,0.3,70.45,0.677,70.34,0.676,71.36,0.686,1
30,0.35,75.69,0.728,75.56,0.727,76.58,0.737,1
30,0.4,79.51,0.767,79.35,0.766,80.37,0.776,1
30,0.45,82.43,0.796,82.25,0.794,83.27,0.804,1
30,0.5,84.32,0.815,84.09,0.813,85.11,0.823,1
