784,0.1,15.166,17.18,12.345,0.100,1
784,0.2,39.01,42.99,38.819,0.200,1
784,0.3,65.336,69.68,67.352,0.300,1
784,0.4,80.552,84.974,83.795,0.400,1
784,0.5,88.95,93.348,92.818,0.500,1
784,0.6,92.776,97.13,96.901,0.600,1
784,0.7,94.63,98.888,98.799,0.700,1
784,0.8,95.428,99.588,99.555,0.800,1
784,0.9,95.794,99.878,99.868,0.900,1
784,1.0,95.944,99.976,99.974,1.000,1
784,0.1,15.6,17.07,11.898,0.100,0
784,0.2,38.48,42.47,37.802,0.200,0
784,0.3,64.26,69.08,66.317,0.300,0
784,0.4,80.19,85.08,83.721,0.400,0
784,0.5,88.47,93.38,92.767,0.500,0
784,0.6,92.33,97.16,96.897,0.600,0
784,0.7,94.01,98.84,98.733,0.700,0
784,0.8,94.82,99.57,99.530,0.800,0
784,0.9,95.22,99.86,99.847,0.900,0
784,1.0,95.36,99.97,99.967,1.000,0
