rd,Dev.,Wrong,Conf.,Adv.,Conf.,Either,Conf.,Train 
400,0.05,64.4,0.831,63.8,0.830,65.8,0.833,1
400,0.1,69.2,0.850,68.4,0.850,70.4,0.852,1
400,0.15,68.6,0.867,67.6,0.866,69.6,0.867,1
400,0.2,70.2,0.870,69.0,0.872,71.0,0.872,1
400,0.25,68.6,0.912,67.2,0.913,69.2,0.912,1
400,0.3,70.8,0.918,69.6,0.919,71.6,0.919,1
400,0.35,70.8,0.922,69.4,0.920,71.2,0.922,1
400,0.4,72.2,0.933,70.8,0.932,72.6,0.933,1
400,0.45,72.4,0.940,70.6,0.939,72.6,0.940,1
400,0.5,72.0,0.955,70.6,0.954,72.6,0.955,1
400,0.05,57.0,0.879,52.0,0.892,70.0,0.899,0
400,0.1,64.0,0.875,58.0,0.871,76.0,0.892,0
400,0.15,72.0,0.883,62.0,0.884,80.0,0.895,0
400,0.2,66.0,0.898,57.0,0.894,75.0,0.907,0
400,0.25,70.0,0.919,59.0,0.906,77.0,0.926,0
400,0.3,70.0,0.912,55.0,0.924,71.0,0.922,0
400,0.35,67.0,0.952,54.0,0.955,72.0,0.955,0
400,0.4,72.0,0.961,58.0,0.952,74.0,0.953,0
400,0.45,73.0,0.966,57.0,0.970,74.0,0.966,0
400,0.5,77.0,0.972,64.0,0.971,81.0,0.967,0
