50,1.0,93.17,97.48,97.247,0.997,0
50,2.0,93.14,97.46,97.225,0.997,0
50,3.0,92.77,97.18,96.919,0.998,0
50,4.0,92.1,96.53,96.209,0.998,0
50,5.0,90.02,94.52,94.013,0.998,0
50,10.0,10.57,2.32,1.475,0.247,0
50,10.0,10.56,2.58,1.575,0.266,0
50,10.0,10.83,3.05,1.963,0.290,0
50,10.0,10.99,3.4,2.229,0.319,0
50,10.0,11.21,3.71,2.495,0.350,0
50,10.0,91.05,91.78,91.993,8.744,0
50,10.0,91.05,91.78,91.993,8.744,0
50,10.0,91.05,91.78,91.993,8.744,0
50,10.0,91.05,91.78,91.993,8.744,0
50,10.0,91.06,91.79,92.004,8.744,0
50,1.0,93.17,97.48,97.247,0.997,0
50,2.0,93.14,97.46,97.225,0.997,0
50,3.0,92.77,97.18,96.919,0.998,0
50,4.0,92.1,96.53,96.209,0.998,0
50,5.0,90.02,94.52,94.013,0.998,0
50,5.0,10.57,2.32,1.475,0.247,0
50,5.0,10.56,2.58,1.575,0.266,0
50,5.0,10.83,3.05,1.963,0.290,0
50,5.0,10.99,3.4,2.229,0.319,0
50,5.0,11.21,3.71,2.495,0.350,0
50,5.0,91.08,91.81,92.026,8.746,0
50,5.0,91.08,91.81,92.026,8.746,0
50,5.0,91.08,91.81,92.026,8.746,0
50,5.0,91.08,91.81,92.026,8.746,0
50,5.0,91.08,91.81,92.026,8.746,0
50,1.0,93.17,97.48,97.247,0.997,0
50,2.0,93.14,97.46,97.225,0.997,0
50,3.0,92.77,97.18,96.919,0.998,0
50,4.0,92.1,96.53,96.209,0.998,0
50,5.0,90.02,94.52,94.013,0.998,0
50,5.0,10.57,2.32,1.475,0.247,0
50,5.0,10.56,2.58,1.575,0.266,0
50,5.0,10.83,3.05,1.963,0.290,0
50,5.0,10.99,3.4,2.229,0.319,0
50,5.0,11.21,3.71,2.495,0.350,0
