40,0.1,12.214,0.334,0.286,0.018,1
40,0.2,12.404,0.672,0.548,0.036,1
40,0.3,12.62,1.04,0.832,0.054,1
40,0.4,12.844,1.404,1.127,0.073,1
40,0.5,13.034,1.692,1.373,0.091,1
40,0.6,13.252,2.066,1.661,0.109,1
40,0.7,13.508,2.474,2.000,0.127,1
40,0.8,13.748,2.88,2.334,0.145,1
40,0.9,14.058,3.31,2.736,0.163,1
40,1.0,14.29,3.68,3.043,0.181,1
40,0.1,11.29,0.26,0.203,0.018,0
40,0.2,11.46,0.56,0.450,0.036,0
40,0.3,11.66,0.98,0.765,0.054,0
40,0.4,11.78,1.24,0.956,0.072,0
40,0.5,11.87,1.6,1.182,0.091,0
40,0.6,12.08,2.03,1.508,0.109,0
40,0.7,12.27,2.45,1.812,0.127,0
40,0.8,12.56,2.99,2.217,0.145,0
40,0.9,12.67,3.3,2.408,0.163,0
40,1.0,12.8,3.56,2.599,0.181,0
