331,1.0,93.16,97.47,97.236,0.997,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,6.0,0.03,0.03,100.000,0.000,0
331,7.0,0.03,0.03,100.000,0.000,0
331,8.0,0.03,0.03,100.000,0.000,0
331,9.0,0.02,0.02,66.667,0.000,0
331,10.0,0.01,0.01,50.000,0.000,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,6.0,0.03,0.03,100.000,0.000,0
331,7.0,0.03,0.03,100.000,0.000,0
331,8.0,0.03,0.03,100.000,0.000,0
331,9.0,0.02,0.02,66.667,0.000,0
331,10.0,0.01,0.01,50.000,0.000,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,10.0,35.99,36.85,33.591,0.566,0
331,10.0,37.07,37.99,34.791,0.577,0
331,10.0,37.47,38.46,35.282,0.595,0
331,10.0,37.6,38.62,35.446,0.618,0
331,10.0,36.53,37.5,34.279,0.647,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,5.0,35.99,36.85,33.591,0.566,0
331,5.0,37.07,37.99,34.791,0.577,0
331,5.0,37.47,38.46,35.282,0.595,0
331,5.0,37.6,38.62,35.446,0.618,0
331,5.0,36.53,37.5,34.279,0.647,0
331,1.0,93.16,97.47,97.236,0.997,0
331,2.0,93.11,97.46,97.225,0.997,0
331,3.0,92.78,97.14,96.875,0.998,0
331,4.0,92.07,96.46,96.132,0.998,0
331,5.0,89.72,94.13,93.587,0.998,0
331,5.0,35.99,36.85,33.591,0.566,0
331,5.0,37.07,37.99,34.791,0.577,0
331,5.0,37.47,38.46,35.282,0.595,0
331,5.0,37.6,38.62,35.446,0.618,0
331,5.0,36.53,37.5,34.279,0.647,0
