331,0.1,8.574,2.456,1.379,0.053,1
331,0.2,9.724,5.66,3.458,0.106,1
331,0.3,12.042,9.426,6.527,0.158,1
331,0.4,15.668,14.168,10.873,0.211,1
331,0.5,21.272,20.65,17.260,0.264,1
331,0.6,28.502,28.474,25.336,0.317,1
331,0.7,35.252,35.728,32.846,0.370,1
331,0.8,40.776,41.574,38.932,0.423,1
331,0.9,45.748,46.8,44.391,0.475,1
331,1.0,50.568,51.802,49.672,0.528,1
331,0.1,8.54,2.36,1.167,0.053,0
331,0.2,9.63,5.71,3.305,0.106,0
331,0.3,11.54,9.32,6.086,0.159,0
331,0.4,14.83,14.0,10.230,0.211,0
331,0.5,20.23,20.5,16.578,0.264,0
331,0.6,26.85,27.85,24.005,0.317,0
331,0.7,34.13,35.35,31.956,0.370,0
331,0.8,39.85,41.32,38.238,0.423,0
331,0.9,44.45,46.21,43.342,0.476,0
331,1.0,49.31,51.36,48.751,0.528,0
