50,0.1,1.42517814727,8.6528673227,1.15371564303,0
50,0.2,3.12181879878,9.60298608755,2.40922972514,0
50,0.3,5.56498133695,11.6728876824,4.61486257211,0
50,0.4,7.05802511028,12.9284017645,5.93824228029,0
50,0.5,9.56905327452,15.2358330506,8.3135391924,0
50,0.6,12.4194095691,17.7807940278,10.9942314218,0
50,0.7,15.8466236851,21.1401425178,14.3875127248,0
50,0.8,18.9005768578,23.9565659993,17.3057346454,0
50,0.9,22.497455039,27.2819816763,20.7329487615,0
50,1.0,26.5693926026,31.0485239226,24.6352222599,0
50,0.1,0.788900979325,4.74700761697,0.775299238303,1
50,0.2,1.71381936888,5.64472252448,1.68661588683,1
50,0.3,3.22361262242,7.12731229597,3.18280739935,1
50,0.4,4.78781284004,8.66430903156,4.73340587595,1
50,0.5,6.51523394995,10.2965179543,6.40642002176,1
50,0.6,8.93634385201,12.6904243743,8.81392818281,1
50,0.7,11.6838955386,15.3427638738,11.5070729053,1
50,0.8,14.7306855277,18.3351468988,14.5266594124,1
50,0.9,18.0767138194,21.6267682263,17.845484222,1
50,1.0,21.8579978237,25.3808487486,21.6131664853,1
50,0.1,1.42517814727,8.6528673227,1.24954061007,0
50,0.2,3.12181879878,9.60298608755,2.60933480338,0
50,0.3,5.56498133695,11.6728876824,4.99816244028,0
50,0.4,7.05802511028,12.9284017645,6.43145902242,0
50,0.5,9.56905327452,15.2358330506,9.00404263139,0
50,0.6,12.4194095691,17.7807940278,11.9073869901,0
50,0.7,15.8466236851,21.1401425178,15.5825064315,0
50,0.8,18.9005768578,23.9565659993,18.743109151,0
50,0.9,22.497455039,27.2819816763,22.4549797868,0
50,1.0,26.5693926026,31.0485239226,26.6813671444,0
50,0.1,0.788900979325,4.74700761697,4.64926590538,1
50,0.2,1.71381936888,5.64472252448,10.1141924959,1
50,0.3,3.22361262242,7.12731229597,19.0864600326,1
50,0.4,4.78781284004,8.66430903156,28.3849918434,1
50,0.5,6.51523394995,10.2965179543,38.4176182708,1
50,0.6,8.93634385201,12.6904243743,52.854812398,1
50,0.7,11.6838955386,15.3427638738,69.0048939641,1
50,0.8,14.7306855277,18.3351468988,87.1125611746,1
50,0.9,18.0767138194,21.6267682263,107.014681892,1
50,1.0,21.8579978237,25.3808487486,129.608482871,1
